email,company,phone,permit_type,source
office@towerelectric.ca,TOWER ELECTRIC LTD.,888-673-6667,BUILDING PERMITS,newwest_permits|towerelectric.ca
dispatch@tmlgroup.com,TROTTER & MORTON,210-340-4611; 206-588-8787,PLUMBING PERMITS,newwest_permits|trottermorton.com
dispatch@tmlgroup.com,TROTTER & MORTON BLDG TECH INC,210-340-4611; 206-588-8787,PLUMBING PERMITS,newwest_permits|trottermorton.com
info@tsmmechanical.ca,TSM MECHANICAL INC,,PLUMBING PERMITS,newwest_permits|tsmmechanical.ca;tsmmechanical.com
info@universal5stardrywallsystems.ca,UNIVERSAL 5 STAR DRYWALL SYSTEMS,604-240-4003,BUILDING PERMITS,newwest_permits|universal5stardrywallsystems.ca
service@universalplumbing.ca,UNIVERSAL PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits|universalplumbing.ca
office@universitysprinklers.com,UNIVERSITY SPRINKLERS INC,,PLUMBING PERMITS,newwest_permits|universitysprinklers.com
quotes@universitysprinklers.com,UNIVERSITY SPRINKLERS INC,,PLUMBING PERMITS,newwest_permits|universitysprinklers.com
info@urbanskyline.ca,URBAN SKYLINE PROPERTY SERVICES,(604) 293 2458,BUILDING PERMITS,newwest_permits|urbanskyline.ca
info@uugraphics.com,UU GRAPHICS,213.680.9321,BUILDING PERMITS,newwest_permits|uugraphics.com
info@vanvliet.com,"VAN VLIET, EMILY V",,BUILDING PERMITS,newwest_permits|vanvliet.com
dvero@vancityplumbing.com,VANCITY PLUMBING & HEATING LTD. DANIEL VERO,+1-604-671-3917,PLUMBING PERMITS,newwest_permits|vancityplumbing.com
sam@vancouvercityplumbing.ca,VANCOUVER CITY PLUMBING,,PLUMBING PERMITS,newwest_permits|vancouvercityplumbing.ca
darren@vandenhoven.com,"VANDEN HOVEN, THEODORUS B",,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits|vandenhoven.com
estimating@vanguardmechanical.com,VANGUARD MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits|vanguardmechanical.com
info@vanguardmechanical.com,VANGUARD MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits|vanguardmechanical.com
recruitment@vanguardmechanical.com,VANGUARD MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits|vanguardmechanical.com
info@vetroinstalls.com,VETRO INSTALLS LTD,,BUILDING PERMITS,newwest_permits|vetroinstalls.com
vijay@vijaykumar.ca,VIJAY KUMAR CHANDARH,,BUILDING PERMITS,newwest_permits|vijaykumar.ca
roger.vselectric@gmail.com,VS ELECTRIC LTD,,BUILDING PERMITS,newwest_permits|vs-electric.com
will@wsfireprotection.com,W.S. FIRE PROTECTION LTD.,,PLUMBING PERMITS,newwest_permits|wsfireprotection.com
robwager@live.com,WAGER BROTHERS PLUMBING,+1-778-886-4712,PLUMBING PERMITS,newwest_permits|wagerbrothersplumbing.ca
info@walkin.ca,WALK IN TUBS FRASER VALLEY,,BUILDING PERMITS,newwest_permits|walkin.ca
onlinetradeprogram@waterworks.com,WATER WORKS IRRIGATION,800.899.6757,PLUMBING PERMITS,newwest_permits|waterworks.com;waterworks.ca
waterworks@waterworks.ca,WATER WORKS IRRIGATION,800.899.6757,PLUMBING PERMITS,newwest_permits|waterworks.com;waterworks.ca
keith@upwardmedia.net,WEBSTERS PLUMBING LTD,336-992-2503,PLUMBING PERMITS,newwest_permits|webstersplumbing.com
webstersplumbinginc@yahoo.com,WEBSTERS PLUMBING LTD,336-992-2503,PLUMBING PERMITS,newwest_permits|webstersplumbing.com
info@wecanplumbing.ca,WECAN PLUMBING INC,778-919-9209,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits|wecanplumbing.ca
info@wedobathrooms.ca,WEDOBATHROOMS,,BUILDING PERMITS,newwest_permits|wedobathrooms.com;wedobathrooms.ca
info@wesgroup.ca,WESGROUP PROPERTIES,,BUILDING PERMITS,newwest_permits|wesgroupproperties.ca;wesgroupproperties.com
wpi.sales@westpoint.com,WEST POINT DEVELOPMENTS LTD,,BUILDING PERMITS,newwest_permits|westpoint.ca;westpoint.com
customerservice@westpoint.ca,WEST POINT DEVELOPMENTS LTD,,BUILDING PERMITS,newwest_permits|westpoint.ca;westpoint.com
dispatch@westproplumbing.com,WEST PRO PLUMBING LTD.,1-888-937-8776,PLUMBING PERMITS,newwest_permits|westproplumbing.com;westproplumbing.ca
wproplumbing@live.ca,WEST PRO PLUMBING LTD.,1-888-937-8776,PLUMBING PERMITS,newwest_permits|westproplumbing.com;westproplumbing.ca
info@westbridgeplumbingheating.com,WESTBRIDGE PLUMBING & HEATING LTD.,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits|westbridgeplumbingheating.com
info@westechfire.com,WESTECH FIRE PROTECTION SYSTEMS LTD,604-942-1645,PLUMBING PERMITS,newwest_permits|westechfire.com
david@westerlyrestoration.com,WESTERLY RESTORATION LTD.,1.778.881.2877,BUILDING PERMITS,newwest_permits|westerlyrestoration.com
luke@westerlyrestoration.com,WESTERLY RESTORATION LTD.,1.778.881.2877,BUILDING PERMITS,newwest_permits|westerlyrestoration.com
contact@whytemechanical.ca,WHYTE MECHANICAL,,BUILDING PERMITS,newwest_permits|whytemechanical.ca
winstonplumbing@yahoo.com,WINSTON PLUMBING SERVICE,281-353-8671,PLUMBING PERMITS,newwest_permits|winstonplumbing.com
paul@woodbeart.ca,WOOD BE ART,,BUILDING PERMITS,newwest_permits|woodbeart.ca
info@woodbinebuilders.ca,WOODBINE BUILDERS,604-368-0003,BUILDING PERMITS,newwest_permits|woodbinebuilders.ca
yoholandscape@gmail.com,YOHO LANDSCAPING,,PLUMBING PERMITS,newwest_permits|yoholandscaping.com
zebiakco@gmail.com,ZEBIAK,,PLUMBING PERMITS,newwest_permits|zebiak.com
zebiakco@gmail.com,ZEBIAK HOUSE RAISING CO LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits|zebiakhouseraising.com
jordan@zenithprojects.ca,ZENITH PROJECTS,,BUILDING PERMITS,newwest_permits|zenithprojects.ca
,(OLD CONTR) BLUELINE REFIGERATION,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,"00145-PL-12, MARK",,PLUMBING PERMITS,newwest_permits
,0838401 BC LTD,,BUILDING PERMITS,newwest_permits
,0930364 BC LTD,,BUILDING PERMITS,newwest_permits
,0938089 BC LTD,,BUILDING PERMITS,newwest_permits
,0977749 B.C. LTD.,,BUILDING PERMITS,newwest_permits
,1 FOR ALL PLUMBING AND HEATING SERVICES,,PLUMBING PERMITS,newwest_permits
,1041350 BC LTD.,,BUILDING PERMITS,newwest_permits
,1052296 BC LTD,,BUILDING PERMITS,newwest_permits
,1055507 BC LTD.,,BUILDING PERMITS,newwest_permits
,1058085 BC LTD. (SAJID HASSAN),,BUILDING PERMITS,newwest_permits
,1064317 BC LTD,,BUILDING PERMITS,newwest_permits
,1070830 BC LTD.,,BUILDING PERMITS,newwest_permits
,1087628 BC LTD,,BUILDING PERMITS,newwest_permits
,11602837 CANADA LTD,,BUILDING PERMITS,newwest_permits
,1167245 BC LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,1202663 BC LTD,,BUILDING PERMITS,newwest_permits
,1236318 B.C. LTD.,,PLUMBING PERMITS,newwest_permits
,1277881 BC LTD,,BUILDING PERMITS,newwest_permits
,1323888 BC LTD,,PLUMBING PERMITS,newwest_permits
,1487750 B.C. LTD. DBA CITY PROJECTS,,BUILDING PERMITS,newwest_permits
,1497215 BC LTD,,BUILDING PERMITS,newwest_permits
,2 BROTHERS PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,20-20 SOLUTIONS MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,3 IN 1 DEMOLITION EXCAVATION,,PLUMBING PERMITS,newwest_permits
,3 STEP CONSTRUCTION INC,,BUILDING PERMITS,newwest_permits
,3-IN-1 DEMOLITION AND EXCAVATION LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,3H WEN CONSTRUCTION INC,,BUILDING PERMITS,newwest_permits
,3R DEMOLITION CORP,,BUILDING PERMITS,newwest_permits
,450617 BC LTD,,BUILDING PERMITS,newwest_permits
,48EIGHT ELECTRIC AND GENERAL CONTRACTING INC,,BUILDING PERMITS,newwest_permits
,4POINT MECHANICAL INC.,,PLUMBING PERMITS,newwest_permits
,508 EIGHTH STREET HOLDINGS LTD,,BUILDING PERMITS,newwest_permits
,5186566 INVESTMENTS LTD,,BUILDING PERMITS,newwest_permits
,5ON-X PLUMBING AND HEATING,,PLUMBING PERMITS,newwest_permits
,634045 BC LTD,,BUILDING PERMITS,newwest_permits
,732MOODYPARK LTD,,BUILDING PERMITS,newwest_permits
,78 HOME DESIGNS LTD,,BUILDING PERMITS,newwest_permits
,786 BC DEVELOPMENT LTD.,,BUILDING PERMITS,newwest_permits
,88 HOMES LTD,,BUILDING PERMITS,newwest_permits
,A & G WEST CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,A BEST PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,A CLASS CONSTRUCTION & DRYWALL,,BUILDING PERMITS,newwest_permits
,A M J & SONS HOLDINGS AND CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,A STROKE ABOVE HOMES LTD,,BUILDING PERMITS,newwest_permits
,A+QUALITY RENOVATION LTD,,BUILDING PERMITS,newwest_permits
,A-GRADE PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,A-SIX RENOVATION,,BUILDING PERMITS,newwest_permits
,A1 PRO HOMES CONSTRUCTION LTD.,,BUILDING PERMITS,newwest_permits
,A2H DESIGN,,BUILDING PERMITS,newwest_permits
,A4 MECHANICAL LTD.,,PLUMBING PERMITS,newwest_permits
,A509 HOLDINGS LTD,,BUILDING PERMITS,newwest_permits
,AAR WEST COAST ENT. LTD,,BUILDING PERMITS,newwest_permits
,ABM FOOD EQUIPMENT,,BUILDING PERMITS,newwest_permits
,ABOVE AND BEYOND MECH INC,,HYDRONIC HEATING,newwest_permits
,ABOVE AND BEYOND MECHANICAL INC.,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,"ABRAMSKY, OLGA O",,BUILDING PERMITS,newwest_permits
,"ABRAMSKY, OLGA O.A",,BUILDING PERMITS,newwest_permits
,ABRIS CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,AC PROJECTS LTD,,BUILDING PERMITS,newwest_permits
,ACCEL CONSTRUCTION INC,,BUILDING PERMITS,newwest_permits
,ACCESSABLE HOME & PROPERTY SERVICES LTD,,BUILDING PERMITS,newwest_permits
,ACCULINE SERVICES,,BUILDING PERMITS,newwest_permits
,ACE MAGIC HEATING AND COOLING,,BUILDING PERMITS,newwest_permits
,ACETECH PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,"ACKIMENKO, KAREN",,BUILDING PERMITS,newwest_permits
,ACQUAORO RENOVATION & CONSTRUCTION SERVICES INC,,BUILDING PERMITS,newwest_permits
,ACRO PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,ACUBE CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,ADAIR MECHANICAL,,PLUMBING PERMITS,newwest_permits
,ADAIRE MECHANICAL,,PLUMBING PERMITS,newwest_permits
,ADAPT PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,ADVANTAGE HOME SERVICE LTD,,PLUMBING PERMITS,newwest_permits
,"AENG, SANDRA S",,PLUMBING PERMITS,newwest_permits
,AFFINITY HOMES AND DESIGNS INC,,BUILDING PERMITS,newwest_permits
,"AGELLON, ROGER",,BUILDING PERMITS,newwest_permits
,AHA PLUMBING & HEATING LTD,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,AHMAD ARANG,,PLUMBING PERMITS,newwest_permits
,AINSWORTH INC,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,AK CONTRACTING,,PLUMBING PERMITS,newwest_permits
,AK SIDHU BUILDERS CORP,,BUILDING PERMITS,newwest_permits
,AKAL DEMOLITION & EXCAVATING LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,AKS BUILDERS CORP,,BUILDING PERMITS,newwest_permits
,ALAIR HOMES,,BUILDING PERMITS,newwest_permits
,ALAIR HOMES-BURNABY,,BUILDING PERMITS,newwest_permits
,ALCO FIRE PROTECTION,,PLUMBING PERMITS,newwest_permits
,"ALDEA, ANDREI",,PLUMBING PERMITS,newwest_permits
,ALDERGATE ENTERPRISE,,BUILDING PERMITS,newwest_permits
,ALFRED HORIE CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,ALI RENOVATIONS SERVICES,,BUILDING PERMITS,newwest_permits
,"ALI, IKE",,PLUMBING PERMITS,newwest_permits
,"ALI, SHORAB",,BUILDING PERMITS,newwest_permits
,ALL 4 RESTORATION & CONSTRUCTION INC,,BUILDING PERMITS,newwest_permits
,ALL HOURS PLUMBING,,PLUMBING PERMITS,newwest_permits
,ALL HOURS PLUMBING DRAINAGE & HEATING,,PLUMBING PERMITS,newwest_permits
,ALL PROFESSIONAL TRADES INC.,,BUILDING PERMITS,newwest_permits
,ALL STAR CONTR. LTD.,,PLUMBING PERMITS,newwest_permits
,ALL STAR CONTRACTING LTD,,PLUMBING PERMITS,newwest_permits
,ALL STAR EXCAVATION AND DEMOLITION LTD,,BUILDING PERMITS,newwest_permits
,ALLEN CHEE CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,ALLIED PLUMBING HEATING & AIR CONDITIONING,,PLUMBING PERMITS,newwest_permits
,"ALLIED PLUMBING, HEATING & AIR CONDITIONING",,BUILDING PERMITS,newwest_permits
,ALLRIGHT SPRINKLERS LTD,,PLUMBING PERMITS,newwest_permits
,"ALMASAN, OVIDIU I",,BUILDING PERMITS,newwest_permits
,ALPHA MECHANICAL CONTRACTING LTD,,PLUMBING PERMITS,newwest_permits
,ALPINE COAST MECHANICAL,,PLUMBING PERMITS,newwest_permits
,ALPINE SPRINKLER SYSTEM LTD.,,PLUMBING PERMITS,newwest_permits
,ALTAC SERVICES INC.,,PLUMBING PERMITS,newwest_permits
,AMBER MECHANICAL LTD,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,AMF CONTRACTING LTD,,PLUMBING PERMITS,newwest_permits
,AMOR ENERGY CORPORATION,,BUILDING PERMITS,newwest_permits
,AMOR ENERY CORPORATION,,BUILDING PERMITS,newwest_permits
,AMPLE CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,AMPLIFIED CONSTRUCTION LTD.,,BUILDING PERMITS,newwest_permits
,"AMPONASH-MANU, NATHANIEL",,BUILDING PERMITS,newwest_permits
,ANDERSON CREEKSITE DEVELOPING LTD,,PLUMBING PERMITS,newwest_permits
,ANDERSON PLUMBING & HEATING,,PLUMBING PERMITS,newwest_permits
,"ANDRIANOS, GEORGE",,PLUMBING PERMITS,newwest_permits
,ANGE'S PLUMBING LTD,,PLUMBING PERMITS,newwest_permits
,ANKON PLUMBING & HEATING,,PLUMBING PERMITS,newwest_permits
,ANR CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,"ANSELMO, GIUSEPPE",,PLUMBING PERMITS,newwest_permits
,ANSON PLUMBING & HEATING,,PLUMBING PERMITS,newwest_permits
,"ANTHONY, JESSE",,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,ANY KIND PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,AO & JIE CONSTUCTION LTD.,,BUILDING PERMITS,newwest_permits
,APG CONSTRUCTION LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,APOLLA DEMOLITION & EXCAVATING LTD,,PLUMBING PERMITS,newwest_permits
,APOLLO DEMOLITION & EXCAVATING LTD,,BUILDING PERMITS,newwest_permits
,APPLIED COATINGS & RESTORATION INC.,,BUILDING PERMITS,newwest_permits
,AQUA UNITED PLUMBING LTD,,PLUMBING PERMITS,newwest_permits
,AQUABASE MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,AQUAFIRST PLUMBING AND HEATING INC,,PLUMBING PERMITS,newwest_permits
,AQUAMAN PLUMBING,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,AQUAMAN PLUMBING AND HEATING LTD.,,PLUMBING PERMITS,newwest_permits
,AQUASTATIC MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,AQUEDUCT LIFE SAFETY LTD,,PLUMBING PERMITS,newwest_permits
,ARAGON CONSTRUCTION MANAGEMENT CORP,,BUILDING PERMITS,newwest_permits
,ARBORLEA DEVELOPMENT LTD,,BUILDING PERMITS,newwest_permits
,ARBORLEA DEVELOPMENTS LTD,,BUILDING PERMITS,newwest_permits
,ARCO PLUMBING & HEATING,,HYDRONIC HEATING,newwest_permits
,ARCONESH MECHANICAL,,PLUMBING PERMITS,newwest_permits
,ARESTA UNDERGROUND SERVICES,,PLUMBING PERMITS,newwest_permits
,"ARGENAL, CESAR",,PLUMBING PERMITS,newwest_permits
,ARMSTRONG PLUMBING,,PLUMBING PERMITS,newwest_permits
,ARTEE LAWN SPRINKLER SYSTEMS,,PLUMBING PERMITS,newwest_permits
,ARTISAN ENTERPRISES,,PLUMBING PERMITS,newwest_permits
,ARTSYEN PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,ASAP EXCAVATING DRAINAGE & SEWER INC,,PLUMBING PERMITS,newwest_permits
,ASAP EXCAVATING DRAINAGE + SEWER,,PLUMBING PERMITS,newwest_permits
,ASAP PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,ASHTON MECHANICAL LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,ASHTON MECHNICAL,,PLUMBING PERMITS,newwest_permits
,ASHTON PLUMBING & HEATING,,PLUMBING PERMITS,newwest_permits
,ASHTON SERVICE GROUP,,BUILDING PERMITS,newwest_permits
,ASK PLUMBING HEATING & GAS FITTING LTD,,PLUMBING PERMITS,newwest_permits
,ASPRA PLUMBING & HEATING LTD,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,ASSERTIVE DEMOLITION LTD,,BUILDING PERMITS,newwest_permits
,ASTRO PLUMBING AND HEATING,,PLUMBING PERMITS,newwest_permits
,ATCO SUSTAINABLE COMMUNITIES,,BUILDING PERMITS,newwest_permits
,ATEX EXCAVATING LTD,,PLUMBING PERMITS,newwest_permits
,ATLANTIC PACIFIC CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,ATLANTIS PLUMBING & HEATING LTD,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,ATLAS CONSTRUCTION LTD.,,BUILDING PERMITS,newwest_permits
,ATLAS SIGN & AWNING COMPANY,,BUILDING PERMITS,newwest_permits
,ATOMIC PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,ATRYSTEN PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,"ATWAL, NAVREET",,PLUMBING PERMITS,newwest_permits
,"ATWELL, TRACEY J",,BUILDING PERMITS,newwest_permits
,"AU, NHUAN M",,PLUMBING PERMITS,newwest_permits
,"AUGUST, ADELE",,BUILDING PERMITS,newwest_permits
,AV & BD ELECTRICAL LTD,,BUILDING PERMITS,newwest_permits
,AVANT GARDE ARCHITECTURAL SIGNS,,BUILDING PERMITS,newwest_permits
,AVANTE-GARDE SIGN GRAPHICS LTD,,BUILDING PERMITS,newwest_permits
,AVATAR PLUMBING & HEATING LTD,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,AVESTEX CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,AVION MECHANICAL,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,AVISH CONSTRUCTIONS,,BUILDING PERMITS,newwest_permits
,AYKA DEVELOPMENT AND CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,AYRO'S DOG GROOMING SALON,,BUILDING PERMITS,newwest_permits
,AZZURRA INTERIOR DESIGN & FLOORING INC,,BUILDING PERMITS,newwest_permits
,B.S. DHILLON,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"BAATH, GURJEET SINGH",,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,BACANO CONTRACTING,,BUILDING PERMITS,newwest_permits
,BADESHA PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,"BADH, JODH",,BUILDING PERMITS,newwest_permits
,"BAGRI, PALWINDER SINGH",,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,"BAINS, HERSIMRANJIT SINGH",,BUILDING PERMITS,newwest_permits
,"BAIRD, DARREN",,PLUMBING PERMITS,newwest_permits
,"BAIRD, TAYLOR",,BUILDING PERMITS,newwest_permits
,BAL LANDSCAPING AND FENCING LTD,,PLUMBING PERMITS,newwest_permits
,BALINT TOROK-MCLEOD,,BUILDING PERMITS,newwest_permits
,BALLETTA PROPERTY GROUP LTD,,BUILDING PERMITS,newwest_permits
,"BARBATO, BEN",,PLUMBING PERMITS,newwest_permits
,BARTEK CONSTRUCTION LTD.,,BUILDING PERMITS,newwest_permits
,"BARZAL, MIKE",,PLUMBING PERMITS,newwest_permits
,"BASI, JAS",,BUILDING PERMITS,newwest_permits
,BASIL RESTORATION LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"BASRA, RAJ",,PLUMBING PERMITS,newwest_permits
,"BASRAON, ISHAR",,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,BATH HOMES,,BUILDING PERMITS,newwest_permits
,BATHROOM BROTHERS,,BUILDING PERMITS,newwest_permits
,BATHROOM DESIGN BUILD,,BUILDING PERMITS,newwest_permits
,BATTALION FIRE PRO CORP,,PLUMBING PERMITS,newwest_permits
,BAWN PLUMBING LTD,,PLUMBING PERMITS,newwest_permits
,BAYRIDGE CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,BC ROYAL FLOORING ENTERPRISE,,BUILDING PERMITS,newwest_permits
,BC SENIOR SAFETY SERVICES LTD,,BUILDING PERMITS,newwest_permits
,BEACH HOUSE TANNING & SWIMWEAR,,BUILDING PERMITS,newwest_permits
,BEAVERDALE CONSTRUCTION LTD,,PLUMBING PERMITS,newwest_permits
,BECK'S MECAHNICAL LTD.,,PLUMBING PERMITS,newwest_permits
,BECK'S PLUMBING AND HEATING,,PLUMBING PERMITS,newwest_permits
,BEEXPRESS LTD,,PLUMBING PERMITS,newwest_permits
,BELFOR PROPERTY RESTORATION,,BUILDING PERMITS,newwest_permits
,BELLE RENOVATIONS INC,,BUILDING PERMITS,newwest_permits
,BELLWETHER HOMES,,BUILDING PERMITS,newwest_permits
,BELMAR HOMES LTD,,BUILDING PERMITS,newwest_permits
,BELPACIFIC EXCAVATING & SHORING LIMITED PARTNERSHIP,,PLUMBING PERMITS,newwest_permits
,BENOIT SOREL,,BUILDING PERMITS,newwest_permits
,BENTAIR HVAC LTD,,PLUMBING PERMITS,newwest_permits
,BENTON & OVERBURY 2017 LTD,,BUILDING PERMITS,newwest_permits
,BENTON & OVERBURY LTD.,,BUILDING PERMITS,newwest_permits
,BERAR CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,BERNIN FIRE PROTECTION,,PLUMBING PERMITS,newwest_permits
,"BERTOIA, BRANDON",,PLUMBING PERMITS,newwest_permits
,BEST LOOK PLUMBING & HEATING LTD.,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,BESTCO HOLDINGS LTD,,BUILDING PERMITS,newwest_permits
,BESTON SIGNS,,BUILDING PERMITS,newwest_permits
,BESTWAY DEMOLITION & EXCAVATING,,BUILDING PERMITS,newwest_permits
,BESTWAY EXCAVATING & DEMOLITION 2008 LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,BEYERSBERGEN INTERIORS LTD,,BUILDING PERMITS,newwest_permits
,"BHATTY, AMANDEEP A",,BUILDING PERMITS,newwest_permits
,BHERG HOMES INC.,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,BHULLAR EXCAVATING AND DEMOLITION INC,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"BHULLAR, BGHAIL",,PLUMBING PERMITS,newwest_permits
,"BHULLAR, GURCHARAN S",,PLUMBING PERMITS,newwest_permits
,"BHULLAR, KALVINDER",,PLUMBING PERMITS,newwest_permits
,BIDA CONSTRUCTION CORP,,BUILDING PERMITS,newwest_permits
,BIDA CONSTRUCTION CORP (B.L.H. 167178),,BUILDING PERMITS,newwest_permits
,BIEHLER ENTERPRISES INC,,BUILDING PERMITS,newwest_permits
,BIRKS DEVELOPMENTS LTD.,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,BISON EXCAVATING LTD,,BUILDING PERMITS,newwest_permits
,BISON EXCAVATION & DEMOLITION,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"BIUSO, MARISSE MB",,BUILDING PERMITS,newwest_permits
,"BIWER, LEO",,PLUMBING PERMITS,newwest_permits
,BJ MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,BLACK & MCDONALD LTD.,,PLUMBING PERMITS,newwest_permits
,BLACK ROCK PLUMBING & DRAINAGE INC.,,PLUMBING PERMITS,newwest_permits
